model,top_count,cost_bps,cohort_count,total_periods,mean_cohort_sharpe,median_cohort_sharpe,worst_cohort_sharpe,best_cohort_sharpe,mean_annualized_net_return,median_annualized_net_return,worst_annualized_net_return,best_annualized_net_return,mean_annualized_volatility,mean_positive_fraction,mean_turnover,mean_cumulative_net_log_return,selected_symbol_count
ridge,1,0.5,12,52092,-0.0623044311928,0.0691253008569,-3.02638851507,2.47846050749,-0.0371020832893,0.0321459237455,-1.40382075879,1.1157916087,0.461979706559,0.491342240651,1.67872226062,-0.0183858611368,2
tcn,1,0.5,12,52092,-2.36641523605,-2.53423439519,-3.06460489387,-1.01561771033,-0.954338185662,-1.03403242751,-1.18115812286,-0.408879562207,0.403207683141,0.48763725716,1.7635721416,-0.472920326936,2
transformer,1,0.5,12,52092,-1.47573072608,-1.68461095429,-3.12706870876,4.68158794794e-06,-0.606976751564,-0.697732239574,-1.2753340834,1.95871328925e-06,0.413455827929,0.497753973739,1.4639867926,-0.300786082025,2
lightgbm,2,0.5,12,52092,-0.19283836371,-0.0442672360651,-1.23439980828,0.837534397229,-0.0562650310589,-0.0131956207373,-0.362559475491,0.247453744684,0.29378901163,0.503513015434,0.521961145665,-0.0278820205281,4
mlp,2,0.5,12,52092,-3.41364776788,-3.32225680972,-4.73150744728,-2.40779682875,-0.826893400045,-0.798337225011,-1.13370425539,-0.608472403896,0.242564357906,0.489019427167,1.70920678799,-0.409765325296,4
momentum_12,2,0.5,12,52092,-5.31369863365,-5.41778963597,-6.84392625734,-3.90944633079,-1.75524669228,-1.79092455177,-2.23480834026,-1.31122136559,0.330547880277,0.449397220303,1.69691123397,-0.869808891686,4
reversal_12,2,0.5,12,52092,0.829379060198,0.946704083402,-0.529653635215,2.32009864917,0.2733056587,0.310524801588,-0.177610893594,0.757573770971,0.330504248795,0.522805805114,1.69685364355,0.135436057582,4
ridge,2,0.5,12,52092,-0.227705969045,-0.479307717935,-1.85018212685,2.39119146872,-0.0710926475763,-0.147567150239,-0.579039312323,0.738177422654,0.309656053604,0.488462719803,1.57678722261,-0.0352298154257,4
tcn,2,0.5,12,52092,-2.8032818019,-2.87573149186,-4.44119815792,-1.49272365995,-0.756127152648,-0.787987880971,-1.18020160511,-0.390343501904,0.2697361716,0.486274283959,1.614134608,-0.374697256809,4
transformer,2,0.5,12,52092,-1.23530061493,-1.60638486925,-3.70030703362,0.762239751015,-0.353264139608,-0.462036548859,-1.05772692814,0.216883203246,0.287776465044,0.499212930968,1.27928472702,-0.175059318498,4
lightgbm,3,0.5,12,52092,0.528913117302,0.427984715216,-0.430444976243,1.79188505061,0.133370382211,0.10685391374,-0.109215621463,0.454769774891,0.251601156571,0.514052061737,0.398775243799,0.0660914188559,6
mlp,3,0.5,12,52092,-3.49712878119,-3.63826007655,-4.85945431638,-2.0149683257,-0.690115841121,-0.712020750375,-0.963501795971,-0.395387914303,0.197652411919,0.488155570913,1.59520335816,-0.341985487021,6
momentum_12,3,0.5,12,52092,-6.3926966221,-6.15626163509,-7.51496077811,-5.15277352205,-1.65533347171,-1.62206207106,-1.93126088963,-1.32943176216,0.25899698728,0.444789986946,1.62787632138,-0.820297100538,6
reversal_12,3,0.5,12,52092,0.888168658381,0.753592177777,-0.364157369302,1.96097998289,0.229949414931,0.199206150235,-0.0939271643651,0.511888174995,0.258911208089,0.522037932888,1.62799150221,0.11395096007,6
ridge,3,0.5,12,52092,-0.728356277371,-1.04939522888,-2.16593183835,1.3338774802,-0.179910536144,-0.261456955967,-0.529625982179,0.330957676129,0.247464119951,0.488769868694,1.48156466764,-0.0891542965069,6
tcn,3,0.5,12,52092,-3.25103734163,-2.95392366139,-5.00186394173,-1.21670811927,-0.699258995354,-0.636897347296,-1.08256103103,-0.260893126486,0.215103920994,0.485237656454,1.50456883975,-0.346516358314,6
transformer,3,0.5,12,52092,-0.99560328286,-0.599259889591,-2.3806708293,-0.201622839475,-0.235045007556,-0.142709082177,-0.555823030893,-0.0489968456212,0.237980652266,0.498579436382,1.13073024649,-0.116476070525,6
lightgbm,4,0.5,12,52092,-0.120239388718,-0.288550606805,-1.14910646816,1.19705582559,-0.0247363665338,-0.0613791173032,-0.24700543619,0.258852064088,0.21416474069,0.511690854642,0.335065845043,-0.0122580556077,8
mlp,4,0.5,12,52092,-3.39057865742,-3.26663697145,-4.80919274157,-2.16064617082,-0.582334641897,-0.574209901253,-0.833161814114,-0.366970407226,0.171814747648,0.487080549797,1.48619749674,-0.288574735214,8
momentum_12,4,0.5,12,52092,-6.87127380457,-6.74575795296,-8.34373962549,-5.81838799888,-1.50545511345,-1.46495536304,-1.81017552128,-1.27413983467,0.219196540437,0.443407816939,1.55794075866,-0.746025188068,8
reversal_12,4,0.5,12,52092,0.6386654805,0.450657317521,-0.455863343884,1.98100190263,0.139458384198,0.097054022001,-0.0998189848052,0.429366576283,0.219137307256,0.518486523842,1.55781597942,0.0691083157308,8
ridge,4,0.5,12,52092,-1.08213663519,-1.14593026691,-3.13155370215,0.809894753732,-0.227259802381,-0.241846702564,-0.659795936575,0.172163275856,0.210589918562,0.486984565768,1.39317457575,-0.112618128098,8
tcn,4,0.5,12,52092,-3.64836085299,-3.45294052523,-5.52244248366,-2.04932864316,-0.671094192707,-0.642481962394,-0.984971852628,-0.368346877825,0.18408436189,0.478960301006,1.40961184059,-0.332559348235,8
transformer,4,0.5,12,52092,-0.984972041399,-0.775675741422,-2.85898401758,-0.192225005185,-0.203300810756,-0.162043042548,-0.586355575057,-0.0398671721792,0.207361076975,0.496007064424,1.00893131383,-0.100745299029,8
lightgbm,5,0.5,12,52092,0.275727340641,0.274910729633,-0.719996931127,1.20853224052,0.0523464565758,0.050820811524,-0.133924834657,0.228633744993,0.187052059842,0.511230131306,0.306104584197,0.0259401789949,10
mlp,5,0.5,12,52092,-3.4758752666,-3.43497841625,-5.04220716424,-1.69211456134,-0.534639615974,-0.530102016799,-0.755715224688,-0.258724987126,0.154185484754,0.486735007295,1.38367887584,-0.264939563122,10
momentum_12,5,0.5,12,52092,-7.21311978341,-7.1063515252,-8.3838174133,-6.47514584702,-1.39066804079,-1.37131075072,-1.61089836899,-1.25653503398,0.192829000639,0.442793519158,1.48350610458,-0.689142690078,10
reversal_12,5,0.5,12,52092,0.470947499274,0.386907755913,-0.201028349456,1.62840031426,0.0907717640209,0.0749361681898,-0.0384488658847,0.31276577749,0.192792575576,0.516144513553,1.48348690778,0.0449817611432,10
ridge,5,0.5,12,52092,-1.48432351508,-1.32360464858,-3.02727039367,0.29642143604,-0.273990711089,-0.248736641338,-0.557169854616,0.0556519899545,0.184973317276,0.484853720341,1.30516778008,-0.135775533885,10
tcn,5,0.5,12,52092,-3.92543094684,-3.72783601047,-5.86883458102,-2.24780713386,-0.637333085919,-0.610166994154,-0.96180177612,-0.352547553447,0.162365687399,0.478000460723,1.32003378638,-0.315829101139,10
transformer,5,0.5,12,52092,-0.895184587585,-0.683481910709,-2.25971712315,-0.0824339805655,-0.16718805827,-0.128803671329,-0.418016765901,-0.0152137340061,0.186679464021,0.498003532212,0.907091300008,-0.0828496987388,10
lightgbm,6,0.5,12,52092,0.476310942584,0.430484717088,-0.895708743167,1.61717838628,0.0789618792463,0.0708204476064,-0.147348594764,0.268502111027,0.164693187994,0.513073024649,0.269321584888,0.0391293970101,12
mlp,6,0.5,12,52092,-3.43266967204,-3.36348598266,-4.93607853567,-1.9769363034,-0.479774601675,-0.477725999465,-0.701408454239,-0.273533482907,0.139895016112,0.48688858174,1.28461823952,-0.237751318022,12
momentum_12,6,0.5,12,52092,-7.5173250338,-7.4724284908,-8.82552060514,-6.22838086017,-1.29881652038,-1.29047732251,-1.51480990773,-1.06324308461,0.17284899346,0.44181448207,1.40518057795,-0.643625857875,12
reversal_12,6,0.5,12,52092,0.38584315732,0.362205296757,-0.971047935251,1.56596825398,0.0663664884759,0.062508587224,-0.165725429925,0.268583099339,0.172752969081,0.516893188973,1.40512938647,0.0328877769947,12
ridge,6,0.5,12,52092,-1.73852814,-1.69403892745,-3.85444040236,0.345061768607,-0.286438555208,-0.285731152061,-0.627430034071,0.0576857193312,0.165490306221,0.483548337557,1.21847564565,-0.141944037461,12
tcn,6,0.5,12,52092,-3.88171673644,-3.98770776327,-5.39479119799,-1.58495182399,-0.568995179012,-0.581155087755,-0.791137824095,-0.224648005898,0.146619969106,0.479190662674,1.23021449231,-0.281964391791,12
transformer,6,0.5,12,52092,-0.918889552868,-0.957794551991,-1.91201203674,0.0208693826944,-0.156751402824,-0.162893786963,-0.323918546417,0.00361270871986,0.170512897865,0.500268755279,0.820141928383,-0.0776778355776,12
lightgbm,8,0.5,12,52092,0.692759373775,0.33058797572,-0.352869514114,2.00807949313,0.0871425981811,0.0416805728828,-0.0439757532786,0.251947708047,0.125113716595,0.510193503801,0.240790332489,0.0431833354685,16
mlp,8,0.5,12,52092,-3.63600945172,-3.47683601128,-5.02981028875,-2.4857590564,-0.431320214919,-0.4113497601,-0.594167672348,-0.301734195789,0.118680252673,0.484124241726,1.09353883514,-0.213739846229,16
momentum_12,8,0.5,12,52092,-7.73635641703,-7.93094328233,-9.4006156616,-6.66059119003,-1.10133399933,-1.12943799385,-1.33031191722,-0.935532928604,0.142418246007,0.4422560086,1.23136470091,-0.545763800354,16
reversal_12,8,0.5,12,52092,0.158902426125,0.348653812773,-0.909997155942,1.72038946909,0.0225184662218,0.0487038639831,-0.12817378638,0.24320948507,0.142329565298,0.512573907702,1.23137909852,0.0111589796654,16
ridge,8,0.5,12,52092,-1.82388928137,-1.71901514864,-3.56898492859,0.546398914565,-0.248024148262,-0.236057225393,-0.478776340864,0.0746938759343,0.136644493231,0.484661752284,1.04689779621,-0.122907857033,16
tcn,8,0.5,12,52092,-3.87682331564,-3.93929405604,-5.55503005335,-1.56442742832,-0.480528827536,-0.473823430092,-0.690140176998,-0.187507508877,0.123733588795,0.478115641557,1.05432695999,-0.238125073098,16
transformer,8,0.5,12,52092,-0.907319181172,-0.688070191652,-2.19877533757,-0.138292002894,-0.131661291798,-0.0978423428572,-0.317571178595,-0.0197998831455,0.144509996123,0.499731244721,0.678364720111,-0.0652444826134,16
lightgbm,10,0.5,12,52092,0.449214213681,0.391377141885,-0.756474679664,1.62397771555,0.0466165503105,0.0404818107144,-0.0787980799711,0.167143609849,0.103696071906,0.511326115334,0.200737157337,0.023100735719,20
mlp,10,0.5,12,52092,-3.79464062872,-3.70686413553,-4.87285478644,-3.01732032516,-0.39389469629,-0.383383479393,-0.504912672154,-0.315007890775,0.103861344231,0.484066651309,0.909832603855,-0.195193707374,20
momentum_12,10,0.5,12,52092,-7.64138216938,-7.34918668146,-9.70264908602,-6.44038430508,-0.912870375327,-0.884916058998,-1.14949798509,-0.769945126576,0.119538586703,0.445077939031,1.03441987253,-0.452371038732,20
reversal_12,10,0.5,12,52092,0.0421180939849,-0.183398989811,-1.17744844852,2.03715839481,0.00475636549909,-0.022121958262,-0.140865425018,0.241383920294,0.119508892704,0.509732780465,1.0345811257,0.00235700714972,20
ridge,10,0.5,12,52092,-1.89982776283,-2.16321893425,-3.72952271802,1.57832579247,-0.219588882942,-0.243983935586,-0.428305189035,0.183800791557,0.116083469877,0.486696613683,0.872594640252,-0.108816819732,20
tcn,10,0.5,12,52092,-3.85088307537,-3.88128589643,-5.42499127074,-2.19263855527,-0.413458329192,-0.416049969384,-0.587259346805,-0.228726645695,0.107265990809,0.478672348921,0.878388236197,-0.204888425459,20
transformer,10,0.5,12,52092,-0.873741361975,-0.821149457543,-2.22431582784,0.772616137747,-0.108188772941,-0.102396625227,-0.274464600865,0.0944161617072,0.123352079293,0.4989825693,0.560350917607,-0.0536127241253,20
lightgbm,1,1,12,52092,-1.80587038199,-1.79844236888,-3.34852654656,-0.742965249513,-0.768377716705,-0.754715522526,-1.4318030786,-0.312457854929,0.425319272745,0.506334945865,0.701988789065,-0.380767998655,2
mlp,1,1,12,52092,-4.78698815145,-4.49504016332,-6.50605490377,-3.49166181225,-1.6435909472,-1.5889930545,-2.26561790812,-1.23261540639,0.343125808009,0.477021423635,1.83346771097,-0.814478116644,2
momentum_12,1,1,12,52092,-5.22087827438,-5.09810108003,-6.60850166023,-4.02624184105,-2.66419754143,-2.62123946521,-3.34284301283,-2.08547264258,0.510835019821,0.44106580665,1.7792175382,-1.32023761728,2
reversal_12,1,1,12,52092,-0.877253052028,-1.02433572893,-1.98697028212,0.431480480349,-0.450472575789,-0.525743751694,-1.02944192449,0.218194802526,0.510828023584,0.516336481609,1.77904476695,-0.223230759304,2
ridge,1,1,12,52092,-1.65444419852,-1.51902366456,-4.60580396664,0.843547912054,-0.772382433439,-0.701789114264,-2.13664591429,0.37973770407,0.461995363253,0.478441987253,1.67872226062,-0.382752527804,2
tcn,1,1,12,52092,-4.28277931132,-4.42865117283,-5.07604976879,-2.93107188394,-1.72678278368,-1.81009255191,-1.95656240758,-1.1801470121,0.403228280845,0.471358365968,1.7635721416,-0.855703660269,2
transformer,1,1,12,52092,-3.02681745108,-3.23325653701,-4.71058612996,-1.54066578568,-1.24820296672,-1.33919388436,-1.92158840268,-0.644637986,0.413498967887,0.486715810489,1.4639867926,-0.618544415358,2
lightgbm,2,1,12,52092,-0.970953448721,-0.812775014748,-2.01207162111,0.0667459066365,-0.28488401286,-0.241680071325,-0.591043926078,0.0197260321758,0.293835579944,0.4989825693,0.521961145665,-0.141173687195,4
mlp,2,1,12,52092,-6.50263967663,-6.46058015971,-7.84103700588,-5.35265597068,-1.57552597318,-1.54526293337,-1.87929305981,-1.35249728296,0.242573507692,0.469131536512,1.70920678799,-0.78074865863,4
momentum_12,2,1,12,52092,-7.56212847228,-7.66960310503,-9.12862385835,-6.12593554971,-2.49849381275,-2.53441971417,-2.98100253515,-2.05484265101,0.330575453293,0.435441142594,1.69691123397,-1.23812347502,4
reversal_12,2,1,12,52092,-1.41990994628,-1.32375084766,-2.74696484959,0.0343860765447,-0.469916237176,-0.432919911612,-0.921131280602,0.0112282284697,0.330502810974,0.508273823236,1.69685364355,-0.232866025751,4
ridge,2,1,12,52092,-2.45823430936,-2.72805067742,-4.05682707418,0.152655966832,-0.761725451078,-0.842958995436,-1.26999162746,0.0471242091088,0.309683726184,0.47408431237,1.57678722261,-0.377471482092,4
tcn,2,1,12,52092,-5.42513762939,-5.43704922233,-7.09467383554,-4.23128782181,-1.46311811095,-1.48819986556,-1.88517879931,-1.10662131807,0.269743260265,0.468133302618,1.614134608,-0.725045173476,4
transformer,2,1,12,52092,-3.1821762975,-3.56014364295,-5.65454612192,-1.22131267167,-0.913590850044,-1.02424249219,-1.61705726677,-0.347542505116,0.28782343952,0.486370267987,1.27928472702,-0.452728068498,4
lightgbm,3,1,12,52092,-0.165314986249,-0.266131261931,-1.13865278113,1.10787155566,-0.0412931745733,-0.0664222898993,-0.288982956179,0.281224508823,0.251645795616,0.509828764494,0.398775243799,-0.0204627478108,6
mlp,3,1,12,52092,-7.03491886951,-7.10704804966,-8.36427668008,-5.56389251299,-1.388814912,-1.4124743325,-1.65852368033,-1.09188964202,0.19766534351,0.466635951778,1.59520335816,-0.68822437591,6
momentum_12,3,1,12,52092,-9.14506802228,-8.91625500164,-10.3276235076,-7.9073967849,-2.36834330048,-2.33364811114,-2.64350276938,-2.04056375939,0.25903132031,0.42826153728,1.62787632138,-1.17362765609,6
reversal_12,3,1,12,52092,-1.8666005102,-1.93729989488,-3.12156585589,-0.767522871467,-0.483110863039,-0.512346257045,-0.805059161601,-0.200353704757,0.258903688049,0.504146510021,1.62799150221,-0.239404595485,6
ridge,3,1,12,52092,-3.35087190216,-3.61129921347,-4.81382360862,-1.2878359309,-0.82883586057,-0.903224272211,-1.17705744958,-0.31950074359,0.247489987728,0.471646318053,1.48156466764,-0.410727907618,6
tcn,3,1,12,52092,-6.31594579162,-6.02040044704,-8.03754337394,-4.28996380834,-1.35826014716,-1.30137179429,-1.73957784743,-0.919860645491,0.215114395737,0.465368962605,1.50456883975,-0.673083024981,6
transformer,3,1,12,52092,-3.07665282432,-2.69627410138,-4.5040496328,-2.21561593011,-0.730304855518,-0.642257112584,-1.05177235133,-0.538488667782,0.238030594413,0.485717576595,1.13073024649,-0.361901070525,6
lightgbm,4,1,12,52092,-0.805427127671,-0.968075340487,-1.84913469374,0.518867275082,-0.171495206663,-0.20600437646,-0.397571089266,0.11219622442,0.214189107221,0.507832296706,0.335065845043,-0.0849840972743,8
mlp,4,1,12,52092,-7.18148836267,-6.9267663657,-8.57220886151,-5.96307731248,-1.23328914547,-1.22364252047,-1.48534391501,-1.01302292969,0.171829435327,0.466040850802,1.48619749674,-0.611153901881,8
momentum_12,4,1,12,52092,-9.98306893588,-9.87694168943,-11.4999181678,-8.93560109472,-2.18783316574,-2.14680159662,-2.49540185162,-1.95722207378,0.219237119207,0.424306995316,1.55794075866,-1.08417622973,8
reversal_12,4,1,12,52092,-2.47571039888,-2.69728585319,-3.57600090441,-1.18079392286,-0.542865014789,-0.584666088573,-0.782951673126,-0.255910203261,0.219125655209,0.499904015972,1.55781597942,-0.269015642603,8
ridge,4,1,12,52092,-3.97994740712,-3.99605612766,-6.0419118983,-2.0655464704,-0.837470266559,-0.843554373608,-1.27262765738,-0.43907929498,0.210612731206,0.467883744145,1.39317457575,-0.415006669764,8
tcn,4,1,12,52092,-7.00341194478,-6.77674840059,-8.99131798909,-5.47686410322,-1.28850417889,-1.26086309577,-1.60413494869,-0.984684818391,0.184104196219,0.458093373263,1.40961184059,-0.638515598235,8
transformer,4,1,12,52092,-3.11582354097,-2.90372065668,-5.01608255231,-2.31003922974,-0.645212726213,-0.606614051532,-1.02917347416,-0.479229300721,0.207418079492,0.483529140751,1.00893131383,-0.319733840695,8
lightgbm,5,1,12,52092,-0.44106811623,-0.438464041319,-1.44309548991,0.501136046201,-0.0817273513026,-0.0811442195749,-0.268462775223,0.0948020933003,0.187074869301,0.507352376565,0.306104584197,-0.0404998210051,10
mlp,5,1,12,52092,-7.40842176987,-7.40173186937,-9.10880312629,-5.62941119626,-1.14069096359,-1.13667299123,-1.36532324127,-0.861027958792,0.154204966287,0.464025186209,1.38367887584,-0.565267063122,10
momentum_12,5,1,12,52092,-10.5808359868,-10.4791140899,-11.7778352314,-9.75450048716,-2.0404437146,-2.0200976201,-2.26340838972,-1.90440372783,0.192875406353,0.422924825309,1.48350610458,-1.01113769008,10
reversal_12,5,1,12,52092,-2.90011902311,-2.96665824745,-3.58805681925,-1.76960258378,-0.558995501586,-0.573820431672,-0.686196481641,-0.339885501017,0.192777676032,0.495757505951,1.48348690778,-0.27700907219,10
ridge,5,1,12,52092,-4.57517508768,-4.34098472808,-6.16099851917,-2.75991726224,-0.845654198765,-0.81210291639,-1.13372355192,-0.518157270585,0.184990806322,0.464889042463,1.30516778008,-0.419062200552,10
tcn,5,1,12,52092,-7.4881095325,-7.25965306567,-9.41383025449,-5.93801270271,-1.21550788435,-1.1882543473,-1.54285554253,-0.931502632921,0.162382000821,0.457191123397,1.32003378638,-0.602342434472,10
transformer,5,1,12,52092,-3.02287377317,-2.80066665747,-4.39252235152,-2.24093576726,-0.564494047674,-0.528129310583,-0.81297350398,-0.413843174227,0.186740380709,0.485391230899,0.907091300008,-0.279733865405,10
