model,variant,removed_family,feature_count,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
ridge,without_range_volatility,range_volatility,12,10,1,4341,-0.00142669188351,-12.4978208996,0.205363839553,-60.8569694003,0.191430545957,1.52660677263,-6.19326946633
ridge,without_range_volatility,range_volatility,12,10,2,4341,-0.00148559697439,-13.0138294957,0.207147584704,-62.8239499596,0.186823312601,1.51814098134,-6.44897646584
ridge,without_range_volatility,range_volatility,12,10,3,4341,-0.00145257691554,-12.7245737801,0.210293224381,-60.5087197537,0.190969822622,1.52153881594,-6.30563639037
ridge,without_range_volatility,range_volatility,12,10,4,4341,-0.00143055320749,-12.5316460976,0.203196172964,-61.6726482334,0.183828610919,1.52303616678,-6.2100314737
ridge,without_range_volatility,range_volatility,12,10,5,4341,-0.00142811889149,-12.5103214894,0.196731049964,-63.5909862307,0.188896567611,1.53455425017,-6.19946410794
ridge,without_range_volatility,range_volatility,12,10,6,4341,-0.00144135405599,-12.6262615305,0.203169097519,-62.146565027,0.190739460954,1.51865929509,-6.25691795705
ridge,without_range_volatility,range_volatility,12,10,7,4341,-0.0014196640421,-12.4362570088,0.206273433467,-60.290153704,0.199953927666,1.51606772633,-6.16276160674
ridge,without_range_volatility,range_volatility,12,10,8,4341,-0.00145433347156,-12.7399612108,0.199528531617,-63.850323097,0.183828610919,1.51652844967,-6.31326160003
ridge,without_range_volatility,range_volatility,12,10,9,4341,-0.00146602070601,-12.8423413846,0.194465508583,-66.0391731068,0.178760654227,1.52199953928,-6.36399588478
ridge,without_range_volatility,range_volatility,12,10,10,4341,-0.00147912651806,-12.9571482982,0.195157289901,-66.3933604774,0.174614144206,1.52965906473,-6.42088821488
ridge,without_range_volatility,range_volatility,12,10,11,4341,-0.00142474513559,-12.4807673878,0.197507457048,-63.1913729958,0.185441142594,1.52015664593,-6.1848186336
ridge,without_returns,returns,12,0,0,4341,-5.52528371785e-06,-0.0484014853684,0.222112852144,-0.217913933845,0.486984565768,1.2696959226,-0.0239852566192
ridge,without_returns,returns,12,0,1,4341,6.30382634963e-05,0.552215188228,0.217507895885,2.53882823877,0.495047224142,1.30937571988,0.273649101837
ridge,without_returns,returns,12,0,2,4341,4.02006601211e-06,0.0352157782661,0.215282955484,0.163579035725,0.493895415803,1.30833909238,0.0174511065586
ridge,without_returns,returns,12,0,3,4341,9.08967913706e-06,0.0796255892406,0.219079814016,0.3634547053,0.491822160792,1.29791522691,0.039458297134
ridge,without_returns,returns,12,0,4,4341,2.79545349193e-05,0.244881725893,0.218072441125,1.12293751851,0.495738309145,1.31778392076,0.121350636085
ridge,without_returns,returns,12,0,5,4341,1.70128332169e-05,0.14903241898,0.216465113495,0.688482391339,0.492282884128,1.32999308915,0.0738527089947
ridge,without_returns,returns,12,0,6,4341,-2.70854155829e-05,-0.237268240506,0.217218872596,-1.0923003037,0.479152269062,1.3090877678,-0.117577789046
ridge,without_returns,returns,12,0,7,4341,3.59326426866e-06,0.0314769949934,0.221232314116,0.14228027727,0.498733010827,1.3104699378,0.0155983601902
ridge,without_returns,returns,12,0,8,4341,5.55676009532e-06,0.048677218435,0.218227769385,0.223056939876,0.480534439069,1.32342778162,0.0241218955738
ridge,without_returns,returns,12,0,9,4341,-3.23903128532e-05,-0.283739140594,0.214671299822,-1.3217376558,0.486293480765,1.33028104123,-0.140606348096
ridge,without_returns,returns,12,0,10,4341,3.58054228355e-05,0.313655504039,0.214830646911,1.46001284523,0.50057590417,1.34358442755,0.155431340529
ridge,without_returns,returns,12,0,11,4341,2.50869986294e-05,0.219762107994,0.211116014523,1.04095422837,0.49942409583,1.33137525916,0.10890266105
ridge,without_returns,returns,12,1,0,4341,-0.000132494875978,-1.16065511356,0.22213519863,-5.22499415097,0.453812485602,1.2696959226,-0.575160256619
ridge,without_returns,returns,12,1,1,4341,-6.78993084917e-05,-0.594797942387,0.217479580852,-2.73495994455,0.463026952315,1.30937571988,-0.294750898163
ridge,without_returns,returns,12,1,2,4341,-0.000126813843225,-1.11088926665,0.215317261423,-5.15931356043,0.460492973969,1.30833909238,-0.550498893441
ridge,without_returns,returns,12,1,3,4341,-0.000120701843554,-1.05734814953,0.219179288545,-4.82412438032,0.459801888966,1.29791522691,-0.523966702866
ridge,without_returns,returns,12,1,4,4341,-0.000103823857156,-0.909496988689,0.218106797134,-4.16996169143,0.464178760654,1.31778392076,-0.450699363915
ridge,without_returns,returns,12,1,5,4341,-0.000115986475698,-1.01604152711,0.216555236317,-4.69183541526,0.452891038931,1.32999308915,-0.503497291005
ridge,without_returns,returns,12,1,6,4341,-0.000157994192362,-1.3840291251,0.217257702014,-6.37044906702,0.447592720571,1.3090877678,-0.685852789046
ridge,without_returns,returns,12,1,7,4341,-0.000127453729512,-1.11649467052,0.221332145686,-5.04443069967,0.460723335637,1.3104699378,-0.55327663981
ridge,without_returns,returns,12,1,8,4341,-0.000126786018066,-1.11064551826,0.218317622886,-5.0872921003,0.446440912232,1.32342778162,-0.550378104426
ridge,without_returns,returns,12,1,9,4341,-0.000165418416977,-1.44906533272,0.214619405397,-6.75179082728,0.451278507256,1.33028104123,-0.718081348096
ridge,without_returns,returns,12,1,10,4341,-9.85530199197e-05,-0.863324454496,0.214832912771,-4.01858562249,0.460032250633,1.34358442755,-0.427818659471
ridge,without_returns,returns,12,1,11,4341,-0.000108050527286,-0.946522619028,0.211134623157,-4.48302890769,0.459110803962,1.33137525916,-0.46904733895
ridge,without_returns,returns,12,2,0,4341,-0.000259464468238,-2.27290874176,0.222195829985,-10.2293042219,0.420179682101,1.2696959226,-1.12633525662
ridge,without_returns,returns,12,2,1,4341,-0.00019883688048,-1.741811073,0.21749228651,-8.00861079238,0.431467403824,1.30937571988,-0.863150898163
ridge,without_returns,returns,12,2,2,4341,-0.000257647752463,-2.25699431157,0.21539227444,-10.4785295454,0.425247638793,1.30833909238,-1.11844889344
ridge,without_returns,returns,12,2,3,4341,-0.000250493366244,-2.1943218883,0.21931803384,-10.0052049979,0.42133149044,1.29791522691,-1.08739170287
ridge,without_returns,returns,12,2,4,4341,-0.000235602249232,-2.06387570327,0.218183590443,-9.45935346962,0.426860170468,1.31778392076,-1.02274936392
ridge,without_returns,returns,12,2,5,4341,-0.000248985784613,-2.18111547321,0.216686792175,-10.0657518224,0.420640405437,1.32999308915,-1.08084729101
ridge,without_returns,returns,12,2,6,4341,-0.000288902969142,-2.53079000968,0.217337969119,-11.6444909279,0.416954618751,1.3090877678,-1.25412778905
ridge,without_returns,returns,12,2,7,4341,-0.000258500723292,-2.26446633604,0.221472093338,-10.2246125095,0.422713660447,1.3104699378,-1.12215163981
ridge,without_returns,returns,12,2,8,4341,-0.000259128796228,-2.26996825496,0.218446276765,-10.3914257023,0.416263533748,1.32342778162,-1.12487810443
ridge,without_returns,returns,12,2,9,4341,-0.0002984465211,-2.61439152484,0.214608699134,-12.1821321102,0.41603317208,1.33028104123,-1.2955563481
ridge,without_returns,returns,12,2,10,4341,-0.000232911462675,-2.04030441303,0.21487557856,-9.49528292935,0.422713660447,1.34358442755,-1.01106865947
ridge,without_returns,returns,12,2,11,4341,-0.000241188053202,-2.11280734605,0.211193476468,-10.0041316682,0.421792213776,1.33137525916,-1.04699733895
ridge,without_returns,returns,12,5,0,4341,-0.000640373245017,-5.60966962635,0.222607021677,-25.1998772729,0.332872609998,1.2696959226,-2.77986025662
ridge,without_returns,returns,12,5,1,4341,-0.000591649596444,-5.18285046485,0.217776339935,-23.7989602837,0.339553098364,1.30937571988,-2.56835089816
ridge,without_returns,returns,12,5,2,4341,-0.000650149480175,-5.69530944634,0.215861016439,-26.3841500438,0.331029716655,1.30833909238,-2.82229889344
ridge,without_returns,returns,12,5,3,4341,-0.000639867934316,-5.60524310461,0.219969046068,-25.4819630525,0.329647546648,1.29791522691,-2.77766670287
ridge,without_returns,returns,12,5,4,4341,-0.000630937425458,-5.52701184702,0.21866802353,-25.2758119719,0.324349228288,1.31778392076,-2.73889936392
ridge,without_returns,returns,12,5,5,4341,-0.000647983711358,-5.6763373115,0.217329187049,-26.1186147547,0.321354526607,1.32999308915,-2.81289729101
ridge,without_returns,returns,12,5,6,4341,-0.000681629299481,-5.97107266345,0.217826820238,-27.4120177531,0.33056899332,1.3090877678,-2.95895278905
ridge,without_returns,returns,12,5,7,4341,-0.000651641704633,-5.70838133258,0.222131765895,-25.6981765286,0.328265376641,1.3104699378,-2.82877663981
ridge,without_returns,returns,12,5,8,4341,-0.000656157130713,-5.74793646505,0.219064253988,-26.2385869005,0.319281271596,1.32342778162,-2.84837810443
ridge,without_returns,returns,12,5,9,4341,-0.000697530833471,-6.1103701012,0.214823652439,-28.4436561423,0.323658143285,1.33028104123,-3.0279813481
ridge,without_returns,returns,12,5,10,4341,-0.00063598679094,-5.57124428864,0.215245621522,-25.883194507,0.326422483299,1.34358442755,-2.76081865947
ridge,without_returns,returns,12,5,11,4341,-0.000640600630949,-5.61166152711,0.211611053874,-26.5187542162,0.323888504953,1.33137525916,-2.78084733895
ridge,without_returns,returns,12,10,0,4341,-0.00127522120632,-11.1709377673,0.224051285111,-49.8588426386,0.224141902787,1.2696959226,-5.53573525662
ridge,without_returns,returns,12,10,1,4341,-0.00124633745638,-10.9179161179,0.219064981038,-49.8387102594,0.223681179452,1.30937571988,-5.41035089816
ridge,without_returns,returns,12,10,2,4341,-0.00130431902636,-11.4258346709,0.217447977335,-52.5451411919,0.212623819396,1.30833909238,-5.66204889344
ridge,without_returns,returns,12,10,3,4341,-0.00128882554777,-11.2901117985,0.221828521893,-50.8956724866,0.226675881133,1.29791522691,-5.59479170287
ridge,without_returns,returns,12,10,4,4341,-0.00128982938584,-11.2989054199,0.220315205036,-51.2851821466,0.214927436075,1.31778392076,-5.59914936392
ridge,without_returns,returns,12,10,5,4341,-0.00131298025593,-11.501707042,0.219216943876,-52.4672356005,0.216309606082,1.32999308915,-5.69964729101
ridge,without_returns,returns,12,10,6,4341,-0.00133617318338,-11.7048770864,0.219461477765,-53.3345405563,0.216079244414,1.3090877678,-5.80032778905
ridge,without_returns,returns,12,10,7,4341,-0.00130687667353,-11.4482396602,0.22402230636,-51.1031238191,0.222990094448,1.3104699378,-5.67315163981
ridge,without_returns,returns,12,10,8,4341,-0.00131787102152,-11.5445501485,0.220859890846,-52.2709220959,0.213545266068,1.32342778162,-5.72087810443
ridge,without_returns,returns,12,10,9,4341,-0.00136267135409,-11.9370010618,0.216001609842,-55.2634819276,0.204791522691,1.33028104123,-5.9153563481
ridge,without_returns,returns,12,10,10,4341,-0.00130777900472,-11.4561440813,0.216663692576,-52.8752369403,0.214466712739,1.34358442755,-5.67706865947
ridge,without_returns,returns,12,10,11,4341,-0.00130628826053,-11.4430851622,0.213104322208,-53.6971049844,0.202257544345,1.33137525916,-5.67059733895
