model,top_count,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
lightgbm,3,0,3,4341,4.23904153895e-05,0.371340038812,0.249567753368,1.48793277096,0.520156645934,0.395454196422,0.184016793206
lightgbm,3,0,4,4341,3.15213251463e-05,0.276126808282,0.247660114148,1.11494258667,0.520156645934,0.393688090302,0.13683407246
lightgbm,3,0,5,4341,2.62103828442e-05,0.229602953715,0.254603268021,0.901806781585,0.514167242571,0.394072026415,0.113779271927
lightgbm,3,0,6,4341,8.05384854479e-06,0.0705517132524,0.253679815663,0.278113231311,0.508638562543,0.41042770483,0.0349617565329
lightgbm,3,0,7,4341,2.2656757174e-05,0.198473192844,0.248977714538,0.797152440782,0.50794747754,0.408124088152,0.0983529828924
lightgbm,3,0,8,4341,2.85571930156e-05,0.250161010817,0.249340298737,1.00329153404,0.516701220917,0.399907855333,0.123966774881
lightgbm,3,0,9,4341,1.60107499662e-05,0.140254169704,0.252994589278,0.55437616316,0.521308454273,0.398141749213,0.0695026656034
lightgbm,3,0,10,4341,3.24353226574e-05,0.284133426478,0.251546384934,1.129546849,0.517161944252,0.397527451432,0.140801735656
lightgbm,3,0,11,4341,7.17254612966e-05,0.628315040959,0.253764061875,2.47598117841,0.527067495969,0.396222068648,0.311360227489
lightgbm,3,0.25,0,4341,4.84099092706e-05,0.42407080521,0.252845114247,1.67719596431,0.524303155955,0.396759579206,0.210147416144
lightgbm,3,0.25,1,4341,3.90599120166e-05,0.342164829265,0.256254276546,1.33525509848,0.517853029256,0.39952391922,0.169559078064
lightgbm,3,0.25,2,4341,2.51395803001e-05,0.220222723429,0.247678221298,0.889148518086,0.515088689242,0.395454196422,0.109130918083
lightgbm,3,0.25,3,4341,3.25040604789e-05,0.284735569795,0.249557200982,1.14096314863,0.518774475927,0.395454196422,0.141100126539
lightgbm,3,0.25,4,4341,2.16791228888e-05,0.189909116506,0.24767841874,0.766756819071,0.516931582585,0.393688090302,0.0941090724602
lightgbm,3,0.25,5,4341,1.63585821839e-05,0.143301179931,0.254663032278,0.562708998825,0.51209398756,0.394072026415,0.0710126052602
lightgbm,3,0.25,6,4341,-2.20684407596e-06,-0.0193319541054,0.253701151572,-0.0761997097199,0.506104584197,0.41042770483,-0.00957991013373
lightgbm,3,0.25,7,4341,1.24536549702e-05,0.109094017539,0.248982754571,0.438158930834,0.506795669201,0.408124088152,0.0540613162257
lightgbm,3,0.25,8,4341,1.85594966323e-05,0.162581190499,0.249341139932,0.652043182859,0.514858327574,0.399907855333,0.0805667748808
lightgbm,3,0.25,9,4341,6.05720623591e-06,0.0530611266266,0.253004835751,0.209723764643,0.519926284266,0.398141749213,0.0262943322701
lightgbm,3,0.25,10,4341,2.24971363716e-05,0.197074914615,0.251545758547,0.783455526155,0.515779774246,0.397527451432,0.0976600689889
lightgbm,3,0.25,11,4341,6.18199095804e-05,0.541542407925,0.253776794701,2.13393194032,0.525454964294,0.396222068648,0.268360227489
lightgbm,3,0.5,0,4341,3.84909197905e-05,0.337180457364,0.252848724836,1.33352643001,0.52269062428,0.396759579206,0.16708908281
